admin3Name_en,admin3Pcode,ADM2_PCODE,ADM1_PCODE,ADM0_PCODE,admin3RefName,admin2Name_en,admin1Name_en,admin0Name_en,P,P00_04,P05_09,P10_14,P15_19,P20_24,P25_29,P30_34,P35_39,P40_44,P45_49,P50_54,P55_59,P60_64,P65_69,P70_74,P75_80,P80plus,Child,Male,Female
Mitha Pukur,BD558558,BD5585,BD55,BD,<Null>,Rangpur,Rangpur,Bangladesh,508133,49280,61517,54267,36970,41166,47426,38471,37434,32877,26928,22653,15503,15321,8609,8808,3909,6994,202433,252326,255807
Pirgachha,BD558573,BD5585,BD55,BD,<Null>,Rangpur,Rangpur,Bangladesh,313319,30912,38006,34689,23561,26814,30053,23420,21941,19354,15555,13087,8988,8941,5281,5394,2460,4863,125754,153524,159795
Pirganj,BD558576,BD5585,BD55,BD,<Null>,Rangpur,Rangpur,Bangladesh,385499,39276,50080,41457,27061,30894,35516,29199,27634,24222,19231,16974,11388,11821,6565,6644,2653,4884,156149,192025,193474
Taraganj,BD558592,BD5585,BD55,BD,<Null>,Rangpur,Rangpur,Bangladesh,142512,16059,19418,15905,11462,11748,12775,10280,9768,8235,6772,5795,4013,4064,2096,1960,819,1343,62526,71898,70614
Baliadangi,BD559408,BD5594,BD55,BD,<Null>,Thakurgaon,Rangpur,Bangladesh,195049,21795,26123,21674,16056,15969,18454,14781,14201,11602,8842,7345,5015,4989,3024,2653,947,1579,86056,98769,96280
Haripur,BD559451,BD5594,BD55,BD,<Null>,Thakurgaon,Rangpur,Bangladesh,147947,16919,21289,18941,12185,11628,12729,10616,9313,8715,6619,5531,3675,3620,2045,2023,793,1306,68384,74213,73734
Pirganj,BD559482,BD5594,BD55,BD,<Null>,Thakurgaon,Rangpur,Bangladesh,243535,25356,29928,27393,19509,19694,22935,19311,17871,15259,11981,9550,6789,6453,4076,3592,1486,2352,99898,122553,120982
Ranisankail,BD559486,BD5594,BD55,BD,<Null>,Thakurgaon,Rangpur,Bangladesh,222284,24769,29258,26591,19286,18594,20694,16974,14690,13188,9567,8287,5352,5632,3161,3099,1107,2035,98076,112195,110089
Thakurgaon Sadar,BD559494,BD5594,BD55,BD,<Null>,Thakurgaon,Rangpur,Bangladesh,581227,58611,72157,65635,52913,51262,55893,44433,42717,34575,27009,21524,15238,14300,8496,7675,3266,5523,244934,293551,287676
Ajmiriganj,BD603602,BD6036,BD60,BD,<Null>,Habiganj,Sylhet,Bangladesh,114265,16967,18103,12795,9051,9194,9016,7278,6523,5810,4298,4162,2416,3134,1681,1841,689,1307,53915,56615,57650
Bahubal,BD603605,BD6036,BD60,BD,<Null>,Habiganj,Sylhet,Bangladesh,197997,27285,31173,22943,17811,16205,16126,12050,11488,9935,7363,7173,3934,5419,2419,3191,1124,2358,94917,98101,99896
Baniachong,BD603611,BD6036,BD60,BD,<Null>,Habiganj,Sylhet,Bangladesh,332530,49033,53531,39757,28563,27447,25838,20294,18296,15838,11631,11726,6470,8871,4046,5326,1805,4058,167014,163875,168655
Chunarughat,BD603626,BD6036,BD60,BD,<Null>,Habiganj,Sylhet,Bangladesh,302110,36666,45293,36786,28124,24608,23722,19341,18386,16250,12467,11548,6165,8349,3858,4967,1744,3836,142072,147108,155002
Habiganj Sadar,BD603644,BD6036,BD60,BD,<Null>,Habiganj,Sylhet,Bangladesh,329093,39936,47345,38877,32152,28758,27804,21057,19936,16977,12727,12322,6771,8735,4276,5317,1858,4245,151035,163576,165517
Lakhai,BD603668,BD6036,BD60,BD,<Null>,Habiganj,Sylhet,Bangladesh,148811,23919,25354,17528,11480,10877,11032,8944,8260,7092,5385,5127,2999,3963,1873,2370,849,1759,73461,70714,78097
Madhabpur,BD603671,BD6036,BD60,BD,<Null>,Habiganj,Sylhet,Bangladesh,319016,41531,48419,37634,28497,26129,26013,19454,18588,16752,12902,11489,6928,8628,4534,5334,2087,4097,148227,155882,163134
Nabiganj,BD603677,BD6036,BD60,BD,<Null>,Habiganj,Sylhet,Bangladesh,345179,43485,51780,42279,32820,28265,27076,21699,19921,18043,12622,13297,6714,10345,4180,6228,1851,4574,166299,169720,175459
Barlekha,BD605814,BD6058,BD60,BD,<Null>,Maulvibazar,Sylhet,Bangladesh,257620,31960,37652,33032,27264,22167,20233,15795,14743,13521,9618,8711,5361,6272,3241,3680,1313,3057,123533,124377,133243
Juri,BD605835,BD6058,BD60,BD,<Null>,Maulvibazar,Sylhet,Bangladesh,148958,18264,21435,18813,15315,12276,12194,9200,9169,7765,6268,4971,3334,3538,2001,1935,901,1579,71038,73240,75718
Kamalganj,BD605856,BD6058,BD60,BD,<Null>,Maulvibazar,Sylhet,Bangladesh,259130,27529,35333,32326,25654,21314,20851,16915,16352,14595,11473,10252,6262,7356,3955,4159,1652,3152,122634,127746,131384
Kulaura,BD605865,BD6058,BD60,BD,<Null>,Maulvibazar,Sylhet,Bangladesh,360195,42355,51045,45769,36597,30856,29807,22918,21716,18963,14589,12557,8081,9230,4690,5159,1921,3942,169803,175832,184363
Maulvi Bazar Sadar,BD605874,BD6058,BD60,BD,<Null>,Maulvibazar,Sylhet,Bangladesh,342468,37332,44631,41232,35564,30973,30299,23214,21055,18670,14030,12531,7626,9403,4515,5317,2008,4068,151858,171678,170790
Rajnagar,BD605880,BD6058,BD60,BD,<Null>,Maulvibazar,Sylhet,Bangladesh,232666,27389,33401,28600,22793,19228,18891,14874,14319,12420,9609,8363,5281,6186,3201,3780,1475,2856,107495,113149,119517
Sreemangal,BD605883,BD6058,BD60,BD,<Null>,Maulvibazar,Sylhet,Bangladesh,318025,33640,40963,37580,30170,27652,27867,22384,22027,18731,14829,12218,7527,8333,4255,4747,1746,3356,140886,158706,159319
Bishwambarpur,BD609018,BD6090,BD60,BD,<Null>,Sunamganj,Sylhet,Bangladesh,156381,24383,27286,20194,11609,11363,11950,9208,8517,7461,5418,5146,2695,3945,1789,2458,834,2125,81797,78175,78206
Chhatak,BD609023,BD6090,BD60,BD,<Null>,Sunamganj,Sylhet,Bangladesh,397642,53747,61382,52556,38199,32668,30772,24458,21840,20065,13678,13113,7133,10411,4424,6266,1922,5008,194362,197952,199690
Dakshin Sunamganj,BD609027,BD6090,BD60,BD,<Null>,Sunamganj,Sylhet,Bangladesh,183881,27591,29052,22979,15812,13979,13650,11064,10434,9115,6527,6436,3557,5090,2240,3183,1053,2119,91518,90997,92884
Derai,BD609029,BD6090,BD60,BD,<Null>,Sunamganj,Sylhet,Bangladesh,243690,35426,36006,27379,20071,19546,19173,15455,14268,12735,8997,9290,4877,7373,3477,4684,1565,3368,116245,122636,121054
Dharampasha,BD609032,BD6090,BD60,BD,<Null>,Sunamganj,Sylhet,Bangladesh,223202,31912,35843,25802,16273,17125,17763,14488,13050,11820,8395,8458,4638,6546,3115,4023,1231,2720,108075,112098,111104
Dowarabazar,BD609033,BD6090,BD60,BD,<Null>,Sunamganj,Sylhet,Bangladesh,228460,33971,38711,29392,18201,16984,17710,13577,12370,10990,7907,7622,4187,6070,2583,3754,1261,3170,117558,112240,116220
Jagannathpur,BD609047,BD6090,BD60,BD,<Null>,Sunamganj,Sylhet,Bangladesh,259490,32210,38796,33974,25900,22151,20379,16006,14561,12919,9357,8958,5223,6997,3232,4131,1437,3259,126403,129964,129526
Jamalganj,BD609050,BD6090,BD60,BD,<Null>,Sunamganj,Sylhet,Bangladesh,167260,25106,26292,20086,13582,13505,13531,10453,9400,8412,5858,5888,3004,4573,2090,2782,843,1855,81448,84612,82648
Sulla,BD609086,BD6090,BD60,BD,<Null>,Sunamganj,Sylhet,Bangladesh,113743,16782,16435,12046,9082,9097,9156,7299,6670,5819,4637,4547,2575,3588,1741,2148,739,1382,53199,57316,56427
Sunamganj Sadar,BD609089,BD6090,BD60,BD,<Null>,Sunamganj, ,Bangladesh,279019,37970,44052,36155,25016,22631,21712,17065,15996,14074,10006,9679,5113,7291,3114,4328,1451,3366,133663,139561,139458
Tahirpur,BD609092,BD6090,BD60,BD,<Null>,Sunamganj,Sylhet,Bangladesh,215200,35863,37285,26057,15279,15909,17012,13422,11917,10244,7384,7053,3624,5130,2402,3041,1036,2542,109486,110555,104645
Balaganj,BD609108,BD6091,BD60,BD,<Null>,Sylhet,Sylhet,Bangladesh,320227,37382,44883,41361,35546,28485,25995,19338,18174,15976,11818,10758,6585,8610,4104,5202,1881,4129,152768,157975,162252
Beani Bazar,BD609117,BD6091,BD60,BD,<Null>,Sylhet,Sylhet,Bangladesh,253616,28720,34335,32309,28631,23503,19839,15580,14496,13275,9742,9173,5518,6541,3323,3889,1402,3340,118247,123939,129677
Bishwanath,BD609120,BD6091,BD60,BD,<Null>,Sylhet,Sylhet,Bangladesh,232573,27135,32856,30839,26475,20936,17995,14157,12620,11536,7972,7936,4234,6190,2817,4063,1364,3448,113115,115763,116810
Companiganj,BD609127,BD6091,BD60,BD,<Null>,Sylhet,Sylhet,Bangladesh,174029,29012,30915,22572,14294,13247,13554,10532,9424,7848,5296,5113,2554,3624,1529,2123,634,1758,92235,89649,84380
Dakshin Surma,BD609131,BD6091,BD60,BD,<Null>,Sylhet,Sylhet,Bangladesh,253388,27970,32816,32089,30271,24696,21721,15708,14629,12650,9480,8747,5155,6266,3185,3680,1336,2989,122879,126315,127073
Fenchuganj,BD609135,BD6091,BD60,BD,<Null>,Sylhet,Sylhet,Bangladesh,104741,12550,14582,13427,11229,9179,8683,6562,6143,5344,4026,3825,2112,2617,1219,1500,533,1210,48750,51077,53664
Golabganj,BD609138,BD6091,BD60,BD,<Null>,Sylhet,Sylhet,Bangladesh,316149,35429,43655,40812,37168,29173,24944,19531,17261,16095,11747,10901,6779,8146,3838,4817,1757,4096,150347,154249,161900
Gowainghat,BD609141,BD6091,BD60,BD,<Null>,Sylhet,Sylhet,Bangladesh,287512,43284,49951,38373,25729,21665,22312,17167,15435,13645,9700,8929,4703,6334,2658,3576,1137,2914,151334,143877,143635
Jaintiapur,BD609153,BD6091,BD60,BD,<Null>,Sylhet,Sylhet,Bangladesh,161744,23154,26760,21620,15564,12797,12192,9818,8248,7947,5572,5412,2712,3700,1390,2268,679,1911,82764,80769,80975
Kanaighat,BD609159,BD6091,BD60,BD,<Null>,Sylhet,Sylhet,Bangladesh,263969,36303,43785,35601,25191,20414,19721,15660,14695,13038,9073,8886,4776,6691,2663,3674,1038,2760,136801,129319,134650
Sylhet Sadar,BD609162,BD6091,BD60,BD,<Null>,Sylhet,Sylhet,Bangladesh,829103,87160,98228,95447,91346,94085,84855,61005,52986,43803,31472,27238,15789,18157,8325,9187,3244,6776,352720,436679,392424
Zakiganj,BD609194,BD6091,BD60,BD,<Null>,Sylhet,Sylhet,Bangladesh,237137,29743,36059,31240,25396,19466,17650,13986,13078,12139,8876,8534,4723,6392,2898,3330,1092,2535,118628,117354,119783
